Timestamp,Sensor Timestamp,Plant ID,Disease Status,Temperature (°C),Humidity (%),Pressure (kPa),Gas Resistance (KOhm),MQ2 Rs (Ohm),MQ2 Ratio,MQ2 R0 (Ohm),MQ2 Delta,MQ2 Variance,MQ2 Baseline
2025-12-23 11:44:46,502809,plant_002,healthy,19.17,40.35,100.598,322.24,420.02,0.2017,2082.4,-0.0011,0.000577,0.1578
2025-12-23 11:45:01,517916,plant_002,healthy,19.15,40.55,100.6,321.59,439.48,0.211,2082.4,0.0002,0.00058,0.1512
2025-12-23 11:45:16,533053,plant_002,healthy,19.13,40.94,100.602,319.83,449.53,0.2159,2082.4,0.0024,0.000821,0.1512
2025-12-23 11:45:31,548157,plant_002,healthy,19.12,41.25,100.605,318.53,421.32,0.2023,2082.4,0.0016,0.001001,0.1512
2025-12-23 11:45:46,563268,plant_002,healthy,19.1,41.16,100.606,319.5,441.46,0.212,2082.4,-0.0049,0.001114,0.1512
2025-12-23 11:46:01,578367,plant_002,healthy,19.08,40.56,100.607,322.59,442.95,0.2127,2082.4,0.0037,0.001153,0.1512
2025-12-23 11:46:16,593477,plant_002,healthy,19.06,40.55,100.606,322.24,434.64,0.2087,2082.4,-0.002,0.00121,0.1512
2025-12-23 11:46:31,608589,plant_002,healthy,19.04,41.12,100.606,319.11,426.45,0.2048,2082.4,0.0046,0.001169,0.1535
2025-12-23 11:46:47,623733,plant_002,healthy,19.02,41.43,100.604,318.53,445.86,0.2141,2082.4,-0.0048,0.001242,0.153
2025-12-23 11:47:02,638878,plant_002,healthy,19.01,41.22,100.602,319.83,451.03,0.2166,2082.4,0.0054,0.001245,0.1512
2025-12-23 11:47:20,654019,plant_002,healthy,19.0,41.16,100.599,320.4,410.01,0.1969,2082.4,-0.0035,0.001194,0.1512
2025-12-23 11:47:35,672179,plant_002,healthy,18.95,40.43,100.595,310.17,463.63,0.2226,2082.4,0.0,0.001206,0.1512
2025-12-23 11:47:50,687288,plant_002,healthy,19.0,40.38,100.591,320.25,415.28,0.1994,2082.4,-0.0013,0.001086,0.1512
2025-12-23 11:48:05,702423,plant_002,healthy,19.01,40.48,100.588,323.01,435.41,0.2091,2082.4,0.002,0.000943,0.1573
2025-12-23 11:48:21,717522,plant_002,healthy,19.02,39.78,100.586,325.97,441.25,0.2119,2082.4,0.0027,0.000938,0.1555
2025-12-23 11:48:36,733281,plant_002,healthy,18.99,40.46,100.584,319.92,437.06,0.2099,2082.4,-0.0064,0.000933,0.1342
2025-12-23 11:48:51,748397,plant_002,healthy,19.02,39.8,100.583,325.89,402.8,0.1934,2082.4,0.0032,0.000954,0.1342
2025-12-23 11:49:06,763524,plant_002,healthy,19.02,40.24,100.583,324.49,416.93,0.2002,2082.4,-0.001,0.000865,0.1342
2025-12-23 11:49:22,778651,plant_002,healthy,19.03,40.01,100.583,325.37,434.11,0.2085,2082.4,-0.0006,0.000684,0.1478
2025-12-23 11:49:37,793764,plant_002,healthy,19.02,40.62,100.585,323.0,416.87,0.2002,2082.4,-0.0003,0.000699,0.1512
2025-12-23 11:49:52,808901,plant_002,healthy,19.03,40.75,100.587,322.07,397.04,0.1907,2082.4,-0.0024,0.000645,0.1512
2025-12-23 11:50:07,824044,plant_002,healthy,19.03,40.72,100.589,321.86,410.03,0.1969,2082.4,0.0024,0.000776,0.1468
2025-12-23 11:50:23,839150,plant_002,healthy,19.03,40.96,100.591,320.92,407.91,0.1959,2082.4,-0.0003,0.000937,0.1401
2025-12-23 11:50:38,854885,plant_002,healthy,18.99,41.32,100.591,316.2,429.11,0.2061,2082.4,0.0048,0.000979,0.1401
2025-12-23 11:50:53,870005,plant_002,healthy,19.01,41.22,100.592,319.48,416.21,0.1999,2082.4,-0.0056,0.001125,0.1401
2025-12-23 11:51:08,885129,plant_002,healthy,19.02,41.04,100.592,320.08,415.36,0.1995,2082.4,0.003,0.000787,0.1401
2025-12-23 11:51:26,900272,plant_002,healthy,19.03,40.84,100.593,321.77,416.84,0.2002,2082.4,-0.002,0.000631,0.1446
2025-12-23 11:51:40,917620,plant_002,healthy,18.97,40.95,100.591,310.44,419.57,0.2015,2082.4,0.0006,0.000563,0.1512
2025-12-23 11:51:56,932744,plant_002,healthy,19.02,40.28,100.591,321.37,429.83,0.2064,2082.4,-0.0009,0.000638,0.1512
2025-12-23 11:52:11,947870,plant_002,healthy,19.03,39.78,100.589,325.65,411.75,0.1977,2082.4,-0.0017,0.000836,0.1512
2025-12-23 11:52:27,963015,plant_002,healthy,19.04,39.03,100.586,329.8,440.73,0.2116,2082.4,0.0002,0.000856,0.1522
2025-12-23 11:52:42,978724,plant_002,healthy,19.03,38.55,100.583,329.84,458.29,0.2201,2082.4,0.0037,0.000842,0.1489
2025-12-23 11:52:57,993826,plant_002,healthy,19.06,38.74,100.581,330.62,395.08,0.1897,2082.4,-0.0052,0.000789,0.1489
2025-12-23 11:53:12,1008965,plant_002,healthy,19.07,39.17,100.579,330.11,399.19,0.1917,2082.4,0.0007,0.000739,0.1489
2025-12-23 11:53:28,1024097,plant_002,healthy,19.07,38.88,100.576,330.82,416.73,0.2001,2082.4,0.0015,0.000743,0.1494
2025-12-23 11:53:43,1040064,plant_002,healthy,19.05,39.21,100.573,324.72,384.19,0.1845,2082.4,0.0026,0.000761,0.1401
2025-12-23 11:53:58,1055168,plant_002,healthy,19.07,40.09,100.571,323.94,389.58,0.1871,2082.4,0.0,0.000805,0.1401
2025-12-23 11:54:13,1070307,plant_002,healthy,19.07,40.32,100.568,324.0,427.78,0.2054,2082.4,-0.005,0.000868,0.1401
2025-12-23 11:54:29,1085410,plant_002,healthy,19.08,40.31,100.567,323.02,428.29,0.2057,2082.4,0.0075,0.00077,0.1437
2025-12-23 11:54:44,1101164,plant_002,healthy,19.06,40.53,100.565,320.25,405.32,0.1946,2082.4,-0.0041,0.000976,0.1361
2025-12-23 11:54:59,1116278,plant_002,healthy,19.09,39.86,100.564,325.29,412.99,0.1983,2082.4,0.0,0.000891,0.1361
2025-12-23 11:55:14,1131421,plant_002,healthy,19.09,39.35,100.564,328.94,401.71,0.1929,2082.4,-0.0029,0.000942,0.1371
2025-12-23 11:55:30,1146529,plant_002,healthy,19.09,38.95,100.566,331.33,394.17,0.1893,2082.4,0.0019,0.000758,0.1455
2025-12-23 11:55:45,1162267,plant_002,healthy,19.08,39.01,100.566,326.39,399.29,0.1917,2082.4,-0.0028,0.000734,0.1342
2025-12-23 11:56:00,1177405,plant_002,healthy,19.11,39.09,100.569,329.05,396.94,0.1906,2082.4,0.0013,0.000865,0.1342
2025-12-23 11:56:15,1192509,plant_002,healthy,19.12,39.08,100.571,330.42,401.07,0.1926,2082.4,0.0031,0.000794,0.1342
2025-12-23 11:56:34,1207646,plant_002,healthy,19.12,38.83,100.572,330.76,385.18,0.185,2082.4,-0.0003,0.000838,0.1444
2025-12-23 11:56:48,1225645,plant_002,healthy,19.07,39.15,100.572,316.99,389.8,0.1872,2082.4,-0.0011,0.0007,0.1494
2025-12-23 11:57:04,1240766,plant_002,healthy,19.12,38.72,100.575,328.04,386.92,0.1858,2082.4,-0.0007,0.000687,0.1452
2025-12-23 11:57:19,1255890,plant_002,healthy,19.12,39.53,100.575,325.52,403.29,0.1937,2082.4,0.0047,0.000798,0.1287
2025-12-23 11:57:35,1270988,plant_002,healthy,19.12,39.69,100.575,327.08,404.96,0.1945,2082.4,-0.0008,0.000837,0.1287
2025-12-23 11:57:50,1286749,plant_002,healthy,19.1,39.12,100.574,326.39,406.66,0.1953,2082.4,0.0008,0.000801,0.1287
2025-12-23 11:58:05,1301888,plant_002,healthy,19.13,38.56,100.572,331.4,382.16,0.1835,2082.4,-0.0022,0.000697,0.1396
2025-12-23 11:58:20,1317021,plant_002,healthy,19.13,39.17,100.572,328.72,394.52,0.1895,2082.4,0.0,0.000603,0.1466
2025-12-23 11:58:35,1332149,plant_002,healthy,19.12,39.54,100.571,327.62,379.43,0.1822,2082.4,-0.0009,0.000753,0.1466
2025-12-23 11:58:50,1347257,plant_002,healthy,19.13,39.7,100.568,327.34,404.72,0.1944,2082.4,-0.0003,0.000888,0.1428
2025-12-23 11:59:05,1362371,plant_002,healthy,19.13,39.47,100.565,328.59,394.99,0.1897,2082.4,0.0003,0.000926,0.1422
2025-12-23 11:59:20,1377481,plant_002,healthy,19.12,39.35,100.563,328.93,398.35,0.1913,2082.4,-0.0029,0.000838,0.1422
2025-12-23 11:59:37,1392623,plant_002,healthy,19.13,38.89,100.559,331.91,382.63,0.1837,2082.4,0.0029,0.000629,0.1445
2025-12-23 11:59:52,1408709,plant_002,healthy,19.1,38.58,100.556,327.43,367.14,0.1763,2082.4,-0.0027,0.000572,0.1466
2025-12-23 12:00:07,1423846,plant_002,healthy,19.14,38.38,100.553,332.43,413.38,0.1985,2082.4,0.0025,0.000619,0.1466
2025-12-23 12:00:22,1438981,plant_002,healthy,19.15,37.88,100.55,336.38,388.84,0.1867,2082.4,-0.003,0.00084,0.13
2025-12-23 12:00:37,1454079,plant_002,healthy,19.15,37.66,100.548,337.21,416.59,0.2001,2082.4,0.0033,0.001009,0.1253
2025-12-23 12:00:52,1469184,plant_002,healthy,19.16,37.58,100.545,338.55,423.32,0.2033,2082.4,0.0009,0.001024,0.1253
2025-12-23 12:01:07,1484306,plant_002,healthy,19.17,37.84,100.544,336.12,399.61,0.1919,2082.4,-0.0043,0.000993,0.1281
2025-12-23 12:01:22,1499416,plant_002,healthy,19.17,38.71,100.543,331.49,391.48,0.188,2082.4,0.0034,0.000784,0.1323
2025-12-23 12:01:39,1514520,plant_002,healthy,19.16,39.61,100.543,328.26,389.38,0.187,2082.4,0.002,0.000741,0.1371
2025-12-23 12:01:53,1530560,plant_002,healthy,19.13,39.81,100.544,321.43,426.85,0.205,2082.4,0.0189,0.000813,0.1444
2025-12-23 12:02:08,1545677,plant_002,healthy,19.14,40.06,100.544,324.85,384.64,0.1847,2082.4,-0.0238,0.002707,0.1444
2025-12-23 12:02:24,1560811,plant_002,healthy,19.14,38.99,100.542,329.73,367.21,0.1763,2082.4,0.0042,0.002745,0.1468
2025-12-23 12:02:40,1575939,plant_002,healthy,19.14,39.09,100.542,329.38,400.92,0.1925,2082.4,-0.0028,0.002816,0.1477
2025-12-23 12:02:55,1592024,plant_002,healthy,19.11,38.47,100.542,328.49,444.84,0.2136,2082.4,0.0012,0.0014,0.1401
2025-12-23 12:03:10,1607141,plant_002,healthy,19.14,37.96,100.543,334.39,406.16,0.195,2082.4,-0.0003,0.000822,0.1401
2025-12-23 12:03:25,1622254,plant_002,healthy,19.14,37.69,100.543,337.21,442.84,0.2127,2082.4,0.0033,0.000748,0.1401
2025-12-23 12:03:41,1637358,plant_002,healthy,19.14,37.69,100.543,337.42,399.47,0.1918,2082.4,0.0004,0.000775,0.149
2025-12-23 12:03:56,1653043,plant_002,healthy,19.12,37.77,100.543,333.93,394.61,0.1895,2082.4,-0.0037,0.000882,0.1337
2025-12-23 12:04:11,1668186,plant_002,healthy,19.14,37.56,100.542,338.16,384.03,0.1844,2082.4,0.0005,0.000885,0.1221
2025-12-23 12:04:26,1683287,plant_002,healthy,19.15,37.46,100.54,338.74,408.14,0.196,2082.4,0.0,0.000719,0.1221
2025-12-23 12:04:42,1698391,plant_002,healthy,19.15,37.84,100.537,337.09,375.92,0.1805,2082.4,-0.0034,0.000536,0.1286
2025-12-23 12:04:58,1714297,plant_002,healthy,19.13,38.27,100.534,329.85,394.34,0.1894,2082.4,0.0019,0.000489,0.1466
2025-12-23 12:05:13,1730254,plant_002,healthy,19.12,38.44,100.532,328.59,368.24,0.1768,2082.4,-0.0019,0.00044,0.1466
2025-12-23 12:05:28,1745372,plant_002,healthy,19.15,38.15,100.53,333.6,374.96,0.1801,2082.4,0.005,0.000484,0.1322
2025-12-23 12:05:43,1760501,plant_002,healthy,19.16,38.25,100.527,334.5,395.16,0.1898,2082.4,-0.0013,0.000506,0.127
2025-12-23 12:05:59,1775635,plant_002,healthy,19.17,38.0,100.527,336.35,375.29,0.1802,2082.4,-0.0034,0.000515,0.127
2025-12-23 12:06:14,1791344,plant_002,healthy,19.15,37.65,100.527,334.55,385.01,0.1849,2082.4,0.0028,0.000543,0.1314
2025-12-23 12:06:29,1806452,plant_002,healthy,19.18,37.51,100.527,338.16,392.15,0.1883,2082.4,-0.0021,0.000645,0.1381
2025-12-23 12:06:44,1821554,plant_002,healthy,19.19,37.39,100.527,339.91,393.13,0.1888,2082.4,-0.0011,0.000715,0.1426
2025-12-23 12:07:01,1836660,plant_002,healthy,19.19,37.42,100.527,338.91,365.47,0.1755,2082.4,0.0,0.000728,0.1454
2025-12-23 12:07:16,1852827,plant_002,healthy,19.16,37.9,100.526,331.2,388.78,0.1867,2082.4,0.0034,0.00068,0.1444
2025-12-23 12:07:31,1867947,plant_002,healthy,19.2,37.95,100.524,335.46,410.63,0.1972,2082.4,0.0016,0.000571,0.1444
2025-12-23 12:07:46,1883065,plant_002,healthy,19.2,38.41,100.521,333.37,411.1,0.1974,2082.4,-0.0052,0.000611,0.1449
2025-12-23 12:08:01,1898210,plant_002,healthy,19.21,38.89,100.518,330.18,387.91,0.1863,2082.4,0.0033,0.000577,0.1489
2025-12-23 12:08:16,1913312,plant_002,healthy,19.2,39.84,100.514,326.12,389.96,0.1873,2082.4,-0.0023,0.000556,0.1489
2025-12-23 12:08:31,1928410,plant_002,healthy,19.2,40.27,100.511,323.51,363.12,0.1744,2082.4,0.0028,0.000592,0.1403
2025-12-23 12:08:46,1943526,plant_002,healthy,19.2,40.72,100.507,321.61,418.23,0.2008,2082.4,-0.0006,0.000632,0.1361
2025-12-23 12:09:03,1958656,plant_002,healthy,19.2,40.36,100.504,324.06,397.23,0.1908,2082.4,-0.0023,0.000741,0.1361
2025-12-23 12:09:17,1974375,plant_002,healthy,19.18,39.06,100.502,326.5,425.68,0.2044,2082.4,0.0045,0.000743,0.1395
2025-12-23 12:09:32,1989482,plant_002,healthy,19.21,39.13,100.502,326.34,412.45,0.1981,2082.4,-0.0017,0.000695,0.1489
2025-12-23 12:09:47,2004620,plant_002,healthy,19.21,40.22,100.502,322.18,402.65,0.1934,2082.4,-0.0037,0.00064,0.1497
2025-12-23 12:10:04,2019761,plant_002,healthy,19.21,40.46,100.501,322.27,375.1,0.1801,2082.4,0.0003,0.000642,0.1471
2025-12-23 12:10:18,2035512,plant_002,healthy,19.19,40.46,100.501,317.88,396.52,0.1904,2082.4,0.0016,0.000638,0.1381
2025-12-23 12:10:33,2050614,plant_002,healthy,19.21,40.68,100.501,320.34,396.68,0.1905,2082.4,-0.0002,0.000643,0.1381
2025-12-23 12:10:49,2065750,plant_002,healthy,19.21,40.49,100.502,320.06,408.71,0.1963,2082.4,-0.0008,0.000606,0.1381
2025-12-23 12:11:05,2080891,plant_002,healthy,19.2,41.08,100.501,317.95,397.45,0.1909,2082.4,-0.0007,0.000578,0.1432
2025-12-23 12:11:19,2096630,plant_002,healthy,19.16,41.21,100.501,314.79,427.91,0.2055,2082.4,0.0033,0.000604,0.1323
2025-12-23 12:11:35,2111729,plant_002,healthy,19.17,41.31,100.501,316.83,420.03,0.2017,2082.4,-0.0003,0.000591,0.1323
2025-12-23 12:11:50,2126869,plant_002,healthy,19.16,41.18,100.501,317.44,388.36,0.1865,2082.4,-0.0031,0.000599,0.1323
2025-12-23 12:12:06,2141979,plant_002,healthy,19.16,41.13,100.499,318.11,405.91,0.1949,2082.4,0.0011,0.00068,0.1391
2025-12-23 12:12:20,2157693,plant_002,healthy,19.14,40.51,100.496,319.32,427.71,0.2054,2082.4,0.0024,0.000762,0.1407
2025-12-23 12:12:36,2172835,plant_002,healthy,19.17,39.01,100.494,327.76,382.48,0.1837,2082.4,0.0,0.000788,0.1444
2025-12-23 12:12:51,2187979,plant_002,healthy,19.19,38.45,100.493,331.15,410.77,0.1973,2082.4,0.0,0.000717,0.1444
2025-12-23 12:13:07,2203106,plant_002,healthy,19.21,38.31,100.493,332.31,373.99,0.1796,2082.4,0.0006,0.000627,0.1417
2025-12-23 12:13:22,2218803,plant_002,healthy,19.2,38.2,100.495,329.49,373.68,0.1794,2082.4,-0.0016,0.000539,0.1323
2025-12-23 12:13:37,2233939,plant_002,healthy,19.22,38.06,100.496,333.24,389.99,0.1873,2082.4,-0.002,0.000508,0.1323
2025-12-23 12:13:52,2249046,plant_002,healthy,19.24,38.65,100.499,329.23,399.15,0.1917,2082.4,-0.0006,0.000491,0.1323
2025-12-23 12:14:09,2264190,plant_002,healthy,19.26,39.22,100.5,328.65,368.64,0.177,2082.4,-0.0001,0.000598,0.1229
2025-12-23 12:14:24,2280893,plant_002,healthy,19.23,38.85,100.503,322.73,375.97,0.1805,2082.4,0.0028,0.000617,0.1221
2025-12-23 12:14:39,2296039,plant_002,healthy,19.26,38.78,100.503,327.85,356.69,0.1713,2082.4,-0.0044,0.000573,0.122
2025-12-23 12:14:54,2311139,plant_002,healthy,19.24,40.88,100.506,316.87,172.01,0.0826,2082.4,-0.0033,0.001524,0.0779
2025-12-23 12:15:10,2326253,plant_002,healthy,19.12,46.63,100.506,288.5,157.96,0.0759,2082.4,-0.0004,0.002548,0.0659
2025-12-23 12:15:25,2341957,plant_002,healthy,18.85,49.82,100.505,274.33,162.7,0.0781,2082.4,0.0013,0.001746,0.0659
2025-12-23 12:15:40,2357077,plant_002,healthy,18.65,51.83,100.504,267.57,176.43,0.0847,2082.4,0.0003,0.00013,0.0659
2025-12-23 12:15:55,2372224,plant_002,healthy,18.47,53.43,100.5,260.71,185.94,0.0893,2082.4,0.0004,4.9e-05,0.0659
2025-12-23 12:16:15,2387323,plant_002,healthy,18.32,54.39,100.495,254.37,216.28,0.1039,2082.4,0.0003,0.00012,0.0696
2025-12-23 12:16:30,2406949,plant_002,healthy,18.06,53.44,100.487,239.79,228.44,0.1097,2082.4,0.0018,0.00015,0.0754
2025-12-23 12:16:45,2422093,plant_002,healthy,17.98,51.04,100.481,265.98,260.12,0.1249,2082.4,0.0015,0.000208,0.0797
2025-12-23 12:17:00,2437230,plant_002,healthy,17.89,51.46,100.476,267.22,281.54,0.1352,2082.4,-0.0019,0.00027,0.0887
2025-12-23 12:17:15,2452344,plant_002,healthy,17.81,52.64,100.472,263.37,299.16,0.1437,2082.4,0.0007,0.000257,0.0967
2025-12-23 12:17:33,2467465,plant_002,healthy,17.76,53.68,100.468,259.09,316.77,0.1521,2082.4,0.0032,0.000209,0.1088
2025-12-23 12:17:47,2484633,plant_002,healthy,17.65,55.0,100.464,245.7,383.19,0.184,2082.4,0.0005,0.00041,0.12
2025-12-23 12:18:03,2499755,plant_002,healthy,17.63,55.79,100.46,249.71,392.48,0.1885,2082.4,-0.002,0.000594,0.1251
2025-12-23 12:18:18,2514896,plant_002,healthy,17.58,54.78,100.456,255.61,377.16,0.1811,2082.4,-0.0003,0.000569,0.131
2025-12-23 12:18:33,2530005,plant_002,healthy,17.54,54.62,100.453,256.15,355.46,0.1707,2082.4,0.0013,0.000481,0.1405
2025-12-23 12:18:49,2545113,plant_002,healthy,17.51,53.51,100.452,261.36,376.49,0.1808,2082.4,0.0022,0.000524,0.1401
2025-12-23 12:19:04,2561345,plant_002,healthy,17.44,54.33,100.456,253.25,385.32,0.185,2082.4,-0.0013,0.000514,0.1401
2025-12-23 12:19:19,2576446,plant_002,healthy,17.44,54.69,100.46,256.78,404.36,0.1942,2082.4,0.0007,0.00056,0.146
2025-12-23 12:19:34,2591556,plant_002,healthy,17.4,54.64,100.464,258.83,393.51,0.189,2082.4,0.0003,0.000505,0.1512
2025-12-23 12:19:52,2606663,plant_002,healthy,17.37,54.97,100.47,258.64,364.38,0.175,2082.4,0.0003,0.000473,0.1512
2025-12-23 12:20:06,2623482,plant_002,healthy,17.3,55.42,100.476,250.12,387.88,0.1863,2082.4,-0.0029,0.00047,0.1512
2025-12-23 12:20:21,2638590,plant_002,healthy,17.32,55.51,100.481,256.19,388.79,0.1867,2082.4,0.0006,0.000467,0.1512
2025-12-23 12:20:36,2653694,plant_002,healthy,17.32,55.38,100.488,257.68,400.99,0.1926,2082.4,-0.0011,0.000474,0.1512
2025-12-23 12:20:53,2668797,plant_002,healthy,17.3,54.97,100.494,260.95,382.29,0.1836,2082.4,0.0,0.00046,0.1512
2025-12-23 12:21:11,2684474,plant_002,healthy,17.27,55.3,100.5,259.54,447.59,0.2149,2082.4,0.0054,0.000572,0.1512
2025-12-23 12:21:25,2702467,plant_002,healthy,17.27,50.01,100.505,273.84,482.35,0.2316,2082.4,0.0008,0.000888,0.1512
2025-12-23 12:21:40,2717566,plant_002,healthy,17.33,50.84,100.508,275.53,410.31,0.197,2082.4,-0.0045,0.000943,0.1512
2025-12-23 12:21:55,2732669,plant_002,healthy,17.36,49.35,100.508,286.97,419.68,0.2015,2082.4,0.0053,0.000795,0.1546
2025-12-23 12:22:13,2747773,plant_002,healthy,17.4,49.64,100.507,283.61,393.74,0.1891,2082.4,-0.0046,0.000711,0.154
2025-12-23 12:22:29,2765024,plant_002,healthy,17.35,54.05,100.503,257.53,373.44,0.1793,2082.4,-0.0019,0.000511,0.1501
2025-12-23 12:22:44,2780983,plant_002,healthy,17.41,50.39,100.496,282.03,383.08,0.184,2082.4,0.0035,0.000617,0.1489
2025-12-23 12:22:59,2796124,plant_002,healthy,17.5,46.37,100.49,297.42,365.19,0.1754,2082.4,-0.004,0.000595,0.1453
2025-12-23 12:23:15,2811226,plant_002,healthy,17.53,50.27,100.485,278.11,390.03,0.1873,2082.4,0.0026,0.000623,0.1381
2025-12-23 12:23:33,2826884,plant_002,healthy,17.51,52.77,100.481,266.59,379.11,0.1821,2082.4,-0.0005,0.00061,0.1381
2025-12-23 12:23:48,2845178,plant_002,healthy,17.47,55.17,100.476,247.76,368.31,0.1769,2082.4,0.0036,0.000527,0.1381
2025-12-23 12:24:03,2860305,plant_002,healthy,17.52,55.85,100.473,253.43,373.56,0.1794,2082.4,-0.0029,0.000547,0.1437
2025-12-23 12:24:18,2875434,plant_002,healthy,17.53,54.67,100.469,263.63,393.76,0.1891,2082.4,0.0015,0.000523,0.1466
2025-12-23 12:24:33,2890546,plant_002,healthy,17.54,51.18,100.464,278.7,393.37,0.1889,2082.4,0.0,0.000583,0.1466
2025-12-23 12:24:50,2905694,plant_002,healthy,17.58,49.45,100.459,284.78,378.84,0.1819,2082.4,-0.0033,0.000493,0.1466
2025-12-23 12:25:05,2921690,plant_002,healthy,17.61,46.5,100.457,296.16,353.68,0.1698,2082.4,0.0021,0.000525,0.1466
2025-12-23 12:25:20,2936790,plant_002,healthy,17.7,44.76,100.455,305.26,350.43,0.1683,2082.4,0.0,0.000481,0.1418
2025-12-23 12:25:35,2951889,plant_002,healthy,17.74,45.55,100.452,300.88,348.31,0.1673,2082.4,0.0,0.000418,0.1401
2025-12-23 12:25:52,2966990,plant_002,healthy,17.78,45.06,100.45,304.95,324.65,0.1559,2082.4,-0.0026,0.000339,0.1391
2025-12-23 12:26:07,2983734,plant_002,healthy,17.74,48.68,100.451,278.82,335.35,0.161,2082.4,-0.0012,0.000335,0.1365
2025-12-23 12:26:22,2998866,plant_002,healthy,17.76,52.18,100.453,270.57,330.61,0.1588,2082.4,0.0003,0.000362,0.1305
2025-12-23 12:26:37,3014006,plant_002,healthy,17.75,52.87,100.455,268.23,345.38,0.1659,2082.4,0.0005,0.000378,0.1305
2025-12-23 12:26:53,3029111,plant_002,healthy,17.74,54.63,100.458,261.55,337.11,0.1619,2082.4,0.0029,0.000426,0.1305
